symbol,tf,quarter,floor,topn,train_pf,train_trades,n_eligible,test_trades,test_pf,test_pf_2x,test_total_r,test_tpd,test_win,anchor_hour,anchor_minute,mode,fill_mode,band_k,stop_mode,stop_k,target_mode,rr,max_hold_bars,min_rvol,min_atr_rank,max_atr_rank,warmup_bars,min_risk_bps,filter
XAGUSD,30m,2025-03-01,30,10,3.598,39,17822,135,0.727,0.567,-3.655,1.5,0.2222,13,30,2,1,2.5,0,0.5,0,0.0,8,2.5,0.0,0.0,4,5.0,rvol>2.5
XAGUSD,30m,2025-03-01,100,1,1.798,119,15378,29,1.745,1.557,20.964,0.322,0.1379,-1,192,2,1,2.0,0,0.5,0,0.0,0,1.5,0.0,0.0,4,5.0,rvol>1.5
XAGUSD,30m,2025-03-01,100,10,1.798,119,15378,257,0.829,0.687,-4.503,2.856,0.1479,-1,192,2,1,2.0,0,0.5,0,0.0,0,1.5,0.0,0.0,4,5.0,rvol>1.5
XAGUSD,30m,2025-06-01,30,1,2.678,32,17827,11,0.102,0.052,-3.296,0.12,0.1818,-1,192,2,1,2.5,0,1.0,0,0.0,8,0.0,0.0,0.5,4,5.0,ATRrank<0.5
XAGUSD,30m,2025-06-01,30,10,2.678,32,17827,138,1.856,1.463,8.648,1.5,0.2536,-1,192,2,1,2.5,0,1.0,0,0.0,8,0.0,0.0,0.5,4,5.0,ATRrank<0.5
XAGUSD,30m,2025-06-01,100,1,1.748,150,14810,41,0.75,0.637,-4.387,0.446,0.4634,13,30,1,1,2.0,1,2.0,0,0.0,0,0.0,0.7,0.0,4,5.0,ATRrank>0.7
XAGUSD,30m,2025-06-01,100,10,1.748,150,14810,496,0.903,0.752,-2.358,5.393,0.4415,13,30,1,1,2.0,1,2.0,0,0.0,0,0.0,0.7,0.0,4,5.0,ATRrank>0.7
XAGUSD,30m,2025-09-01,30,1,2.572,46,17883,14,0.402,0.359,-7.93,0.156,0.1429,-1,192,2,1,2.5,0,0.5,0,0.0,0,2.5,0.0,0.0,4,5.0,rvol>2.5
XAGUSD,30m,2025-09-01,30,10,2.572,46,17883,242,0.836,0.722,-2.892,2.69,0.2975,-1,192,2,1,2.5,0,0.5,0,0.0,0,2.5,0.0,0.0,4,5.0,rvol>2.5
XAGUSD,30m,2025-09-01,100,1,1.76,126,14742,16,0.064,0.05,-15.364,0.178,0.0625,-1,192,1,1,1.5,1,2.0,0,0.0,0,0.0,0.0,0.5,4,5.0,ATRrank<0.5
XAGUSD,30m,2025-09-01,100,10,1.76,126,14742,328,0.926,0.795,-1.894,3.645,0.2774,-1,192,1,1,1.5,1,2.0,0,0.0,0,0.0,0.0,0.5,4,5.0,ATRrank<0.5
XAGUSD,30m,2025-12-01,30,1,2.067,63,17874,23,0.394,0.357,-11.18,0.258,0.1739,0,0,2,1,2.5,0,1.0,0,0.0,8,2.5,0.0,0.0,4,5.0,rvol>2.5
XAGUSD,30m,2025-12-01,30,10,2.067,63,17874,298,0.657,0.578,-9.162,3.349,0.1544,0,0,2,1,2.5,0,1.0,0,0.0,8,2.5,0.0,0.0,4,5.0,rvol>2.5
XAGUSD,30m,2025-12-01,100,1,1.867,145,15029,91,1.083,0.906,7.764,1.023,0.1429,8,0,1,1,2.5,0,0.5,0,0.0,0,0.0,0.7,0.0,4,5.0,ATRrank>0.7
XAGUSD,30m,2025-12-01,100,10,1.867,145,15029,595,0.813,0.704,-8.74,6.687,0.2403,8,0,1,1,2.5,0,0.5,0,0.0,0,0.0,0.7,0.0,4,5.0,ATRrank>0.7
XAGUSD,30m,2026-03-01,30,1,2.809,71,17926,12,0.437,0.41,-6.543,0.13,0.0833,-1,192,2,1,2.5,0,0.5,0,0.0,0,2.0,0.0,0.0,4,5.0,rvol>2.0
XAGUSD,30m,2026-03-01,30,10,2.809,71,17926,150,0.554,0.511,-5.487,1.631,0.1667,-1,192,2,1,2.5,0,0.5,0,0.0,0,2.0,0.0,0.0,4,5.0,rvol>2.0
XAGUSD,30m,2026-03-01,100,1,2.313,133,15888,39,1.027,0.901,0.579,0.424,0.3333,-1,192,2,1,1.5,1,2.0,0,0.0,24,0.0,0.0,0.5,4,5.0,ATRrank<0.5
XAGUSD,30m,2026-03-01,100,10,2.313,133,15888,311,0.385,0.349,-16.131,3.381,0.1672,-1,192,2,1,1.5,1,2.0,0,0.0,24,0.0,0.0,0.5,4,5.0,ATRrank<0.5
XAGUSD,15m,2024-09-01,30,1,2.507,37,18040,9,1.267,0.97,0.924,0.101,0.5556,-1,384,3,1,1.5,0,0.5,3,1.0,16,0.0,0.0,0.5,8,5.0,ATRrank<0.5
XAGUSD,15m,2024-09-01,30,10,2.507,37,18040,127,1.21,1.057,1.884,1.427,0.3071,-1,384,3,1,1.5,0,0.5,3,1.0,16,0.0,0.0,0.5,8,5.0,ATRrank<0.5
XAGUSD,15m,2024-09-01,100,1,1.876,113,16740,26,1.117,0.978,2.831,0.292,0.1538,-1,384,2,1,2.5,1,1.0,0,0.0,0,0.0,0.0,0.0,8,5.0,none
XAGUSD,15m,2024-09-01,100,10,1.876,113,16740,268,1.271,1.091,6.247,3.012,0.2313,-1,384,2,1,2.5,1,1.0,0,0.0,0,0.0,0.0,0.0,8,5.0,none
XAGUSD,15m,2024-12-01,30,1,2.383,40,18060,12,0.038,0.025,-11.883,0.135,0.0833,-1,384,3,1,1.5,1,2.0,0,0.0,0,0.0,0.0,0.5,8,5.0,ATRrank<0.5
XAGUSD,15m,2024-12-01,30,10,2.383,40,18060,96,0.25,0.199,-6.39,1.079,0.1979,-1,384,3,1,1.5,1,2.0,0,0.0,0,0.0,0.0,0.5,8,5.0,ATRrank<0.5
XAGUSD,15m,2024-12-01,100,1,1.852,103,16729,17,1.148,0.981,1.632,0.191,0.3529,-1,384,2,1,2.5,0,0.5,3,3.0,16,2.5,0.0,0.0,8,5.0,rvol>2.5
XAGUSD,15m,2024-12-01,100,10,1.852,103,16729,215,0.307,0.232,-16.277,2.416,0.1488,-1,384,2,1,2.5,0,0.5,3,3.0,16,2.5,0.0,0.0,8,5.0,rvol>2.5
XAGUSD,15m,2025-03-01,30,1,2.261,67,18035,9,4.413,3.924,27.006,0.1,0.2222,-1,384,2,1,2.5,0,0.5,0,0.0,0,2.5,0.0,0.0,8,5.0,rvol>2.5
XAGUSD,15m,2025-03-01,30,10,2.261,67,18035,171,1.567,1.378,9.679,1.9,0.1287,-1,384,2,1,2.5,0,0.5,0,0.0,0,2.5,0.0,0.0,8,5.0,rvol>2.5
XAGUSD,15m,2025-03-01,100,1,2.219,113,16542,28,1.499,1.327,13.549,0.311,0.1429,-1,384,2,1,2.0,1,1.0,0,0.0,0,2.5,0.0,0.0,8,5.0,rvol>2.5
XAGUSD,15m,2025-03-01,100,10,2.219,113,16542,369,1.039,0.904,1.459,4.1,0.1138,-1,384,2,1,2.0,1,1.0,0,0.0,0,2.5,0.0,0.0,8,5.0,rvol>2.5
XAGUSD,15m,2025-06-01,30,1,1.957,79,17999,23,0.149,0.111,-12.554,0.25,0.2174,13,30,3,1,2.5,1,2.0,0,0.0,0,0.0,0.7,0.0,8,5.0,ATRrank>0.7
XAGUSD,15m,2025-06-01,30,10,1.957,79,17999,210,0.482,0.387,-6.513,2.283,0.3048,13,30,3,1,2.5,1,2.0,0,0.0,0,0.0,0.7,0.0,8,5.0,ATRrank>0.7
XAGUSD,15m,2025-06-01,100,1,1.626,113,16273,32,0.163,0.129,-17.81,0.348,0.1875,13,30,3,1,2.0,1,2.0,0,0.0,0,0.0,0.7,0.0,8,5.0,ATRrank>0.7
XAGUSD,15m,2025-06-01,100,10,1.626,113,16273,347,0.6,0.498,-8.519,3.772,0.2911,13,30,3,1,2.0,1,2.0,0,0.0,0,0.0,0.7,0.0,8,5.0,ATRrank>0.7
XAGUSD,15m,2025-09-01,30,1,2.8,64,17973,16,1.559,1.436,4.927,0.178,0.375,-1,384,4,1,2.0,0,1.0,0,0.0,0,2.0,0.0,0.0,8,5.0,rvol>2.0
XAGUSD,15m,2025-09-01,30,10,2.8,64,17973,195,0.844,0.754,-1.862,2.167,0.3231,-1,384,4,1,2.0,0,1.0,0,0.0,0,2.0,0.0,0.0,8,5.0,rvol>2.0
XAGUSD,15m,2025-09-01,100,1,1.681,107,16364,40,0.857,0.744,-1.964,0.444,0.35,-1,384,4,1,2.0,0,1.0,0,0.0,16,0.0,0.7,0.0,8,5.0,ATRrank>0.7
