symbol,feature,horizon,ic,null_best,beats_null,spread_bps,monotone,clears_1x,clears_2x,years,same_sign_years,n
SOLUSDT,gap_1h,24h,0.00506,0.00746,False,1.82,0.5,False,False,7,0.71,623101
SOLUSDT,cash_1h,1h,0.00674,0.00505,True,0.54,0.75,False,False,7,0.71,623379
SOLUSDT,cash_1h,4h,-0.00313,0.00413,False,-3.15,0.5,False,False,7,0.43,623343
SOLUSDT,cash_1h,8h,-0.00658,0.00419,True,-5.77,0.5,False,False,7,0.57,623295
SOLUSDT,cash_1h,12h,-0.00741,0.0038,True,-9.2,0.5,False,False,7,0.57,623247
SOLUSDT,cash_1h,24h,-0.00781,0.00923,False,-16.82,0.75,True,False,7,0.71,623103
SOLUSDT,gap_4h,1h,0.00598,0.00723,False,0.14,0.5,False,False,7,0.43,623353
SOLUSDT,gap_4h,4h,1e-05,0.01032,False,-3.98,0.75,False,False,7,0.57,623317
SOLUSDT,gap_4h,8h,-0.00148,0.01256,False,-7.23,0.75,False,False,7,0.43,623269
SOLUSDT,gap_4h,12h,0.00597,0.01445,False,-0.44,0.75,False,False,7,0.57,623221
SOLUSDT,gap_4h,24h,0.0094,0.01625,False,4.17,0.5,False,False,7,0.57,623077
SOLUSDT,cash_4h,1h,0.0024,0.00256,False,-0.1,0.5,False,False,7,0.57,623352
SOLUSDT,cash_4h,4h,0.0024,0.00784,False,0.61,0.5,False,False,7,0.71,623316
SOLUSDT,cash_4h,8h,0.00391,0.0112,False,3.43,0.75,False,False,7,0.71,623268
SOLUSDT,cash_4h,12h,-0.00022,0.01272,False,-2.6,0.5,False,False,7,0.29,623220
SOLUSDT,cash_4h,24h,0.00112,0.01107,False,0.23,0.75,False,False,7,0.86,623076
SOLUSDT,lead_1h,1h,-0.00406,0.00346,True,-1.97,0.5,False,False,7,0.86,623388
SOLUSDT,lead_1h,4h,-0.00772,0.00266,True,-4.76,0.5,False,False,7,0.86,623352
SOLUSDT,lead_1h,8h,-0.00546,0.00091,True,-4.34,0.5,False,False,7,0.86,623304
SOLUSDT,lead_1h,12h,-0.00537,0.00294,True,-4.3,0.5,False,False,7,0.86,623256
SOLUSDT,lead_1h,24h,-0.00187,0.00272,False,-0.92,0.5,False,False,7,0.71,623112
SOLUSDT,lead_4h,1h,-0.00986,0.00341,True,-3.64,0.75,False,False,7,0.86,623352
SOLUSDT,lead_4h,4h,-0.01371,0.00552,True,-9.71,0.5,False,False,7,0.71,623316
SOLUSDT,lead_4h,8h,-0.01266,0.00308,True,-8.59,0.5,False,False,7,1.0,623268
SOLUSDT,lead_4h,12h,-0.01197,0.00618,True,-7.27,0.75,False,False,7,0.86,623220
SOLUSDT,lead_4h,24h,-0.00806,0.00793,True,-12.7,0.5,False,False,7,0.57,623076
